Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,year,month,day,SMA_50,SMA_200,RSI
2015-01-29,INDUSINDBK,EQ,868.75,863.5,878.95,862.95,874.55,876.05,869.93,687051,59768370004999.99,15675.0,234611.0,0.3414999999999999,2015,1,29,0.0,0.0,79.61171569789957
2015-01-30,INDUSINDBK,EQ,876.05,877.0,884.8,866.25,869.05,870.2,872.7,888368,77527884555000.0,18511.0,400305.0,0.4506,2015,1,30,0.0,0.0,73.70227861908704
2015-02-02,INDUSINDBK,EQ,870.2,865.1,877.85,856.1,876.7,874.55,867.19,666544,57802328700000.0,18426.0,253785.0,0.3807,2015,2,2,0.0,0.0,75.17774217193787
2015-02-03,INDUSINDBK,EQ,874.55,876.6,889.8,857.25,860.0,861.35,869.65,1013403,88130870655000.0,18052.0,471743.0,0.4654999999999999,2015,2,3,0.0,0.0,63.52961854284364
2015-02-04,INDUSINDBK,EQ,861.35,864.6,872.3,851.25,859.0,863.3,861.13,907333,78133590330000.0,21797.0,337646.0,0.3721,2015,2,4,0.0,0.0,64.40697673409227
2015-02-05,INDUSINDBK,EQ,863.3,861.9,883.35,851.0,860.8,865.4,868.64,704581,61203011325000.0,12758.0,168062.0,0.2385,2015,2,5,0.0,0.0,65.37307201305974
2015-02-06,INDUSINDBK,EQ,865.4,863.8,868.3,840.5,842.1,845.3,850.53,465226,39568748985000.0,9893.0,151792.0,0.3263,2015,2,6,0.0,0.0,51.08149570081535
2015-02-09,INDUSINDBK,EQ,845.3,838.75,838.75,820.5,824.0,825.15,827.82,573650,47487655755000.0,17766.0,249045.0,0.4341,2015,2,9,0.0,0.0,41.32747292615468
2015-02-10,INDUSINDBK,EQ,825.15,815.7,851.95,815.7,845.0,840.8,842.03,1050019,88414936695000.0,23190.0,516669.0,0.4921,2015,2,10,0.0,0.0,49.40778009892331
2015-02-11,INDUSINDBK,EQ,840.8,844.0,863.2,844.0,853.2,855.5,857.08,787344,67481858715000.0,20670.0,403117.0,0.512,2015,2,11,0.0,0.0,55.59396316511627
2015-02-12,INDUSINDBK,EQ,855.5,857.9,874.95,846.6,872.55,869.95,858.1,507508,43549089525000.0,10242.0,145303.0,0.2863,2015,2,12,0.0,0.0,60.6831971889023
2015-02-13,INDUSINDBK,EQ,869.95,872.9,877.65,863.95,871.8,875.35,872.36,700753,61130598725000.0,16841.0,306595.0,0.4375,2015,2,13,0.0,0.0,62.41666704776638
2015-02-16,INDUSINDBK,EQ,875.35,872.5,879.3,855.0,859.7,862.9,870.39,420397,36591141995000.0,7270.0,163167.0,0.3881,2015,2,16,0.0,0.0,56.25805191539029
2015-02-18,INDUSINDBK,EQ,862.9,861.8,869.85,852.6,866.75,864.85,861.27,503192,43338222970000.0,9732.0,271154.0,0.5389,2015,2,18,0.0,0.0,56.97413277659362
